時間,來源港國家,來源港口,目的港國家,目的港口,轉運港口,貨櫃量,TEU數
2018/8/24 上午 12:00:00,澳大利亞,雪梨,越南,卡萊港,高雄港,5,10
2018/8/24 上午 12:00:00,澳大利亞,雪梨,越南,胡志明,高雄港,1,1
2018/8/24 上午 12:00:00,印度尼西亞,雅加達,汶萊,麻拉 (穆阿拉),高雄港,22,22
2018/8/24 上午 12:00:00,印度尼西亞,雅加達,馬來西亞,亞庇(哥打京那巴魯),高雄港,3,6
2018/8/24 上午 12:00:00,印度尼西亞,泗水港,汶萊,麻拉 (穆阿拉),高雄港,1,2
2018/8/24 上午 12:00:00,印度尼西亞,泗水港,馬來西亞,亞庇(哥打京那巴魯),高雄港,6,10
2018/8/24 上午 12:00:00,菲律賓,蘇比克灣,馬來西亞,巴生港,高雄港,4,6
2018/8/24 上午 12:00:00,菲律賓,蘇比克灣,新加坡,新加坡港,高雄港,2,2
2018/8/10 上午 12:00:00,泰國,南查邦,菲律賓,馬尼拉南港,高雄港,6,8
2018/8/19 上午 12:00:00,印度尼西亞,雅加達,馬來西亞,巴生港,高雄港,2,2
2018/8/19 上午 12:00:00,印度尼西亞,雅加達,菲律賓,卡加延－德奧羅,高雄港,20,40
2018/8/19 上午 12:00:00,印度,那瓦夏瓦,馬來西亞,亞庇(哥打京那巴魯),高雄港,1,2
2018/8/19 上午 12:00:00,紐西蘭,陶蘭加,紐西蘭,陶蘭加,高雄港,2,2
2018/8/19 上午 12:00:00,紐西蘭,陶蘭加,菲律賓,馬尼拉,高雄港,10,14
2018/8/19 上午 12:00:00,新加坡,新加坡港,菲律賓,馬尼拉,高雄港,4,6
2018/8/18 上午 12:00:00,印度尼西亞,雅加達,汶萊,麻拉 (穆阿拉),高雄港,14,16
2018/8/18 上午 12:00:00,印度尼西亞,雅加達,馬來西亞,亞庇(哥打京那巴魯),高雄港,1,2
2018/8/18 上午 12:00:00,印度尼西亞,泗水港,馬來西亞,亞庇(哥打京那巴魯),高雄港,11,22
2018/8/18 上午 12:00:00,馬來西亞,平多羅,印度尼西亞,雅加達,高雄港,2,2
2018/8/18 上午 12:00:00,馬來西亞,平多羅,菲律賓,馬尼拉南港,高雄港,2,2
2018/8/18 上午 12:00:00,泰國,曼谷,泰國,南查邦,高雄港,6,6
2018/8/18 上午 12:00:00,泰國,南查邦,菲律賓,馬尼拉北港,高雄港,563,659
2018/6/18 上午 12:00:00,印度尼西亞,雅加達,菲律賓,馬尼拉北港,高雄港,10,20
2018/8/30 上午 12:00:00,新加坡,新加坡港,越南,歸仁,高雄港,4,8
2018/9/3 上午 12:00:00,菲律賓,Batangas/Luzon,澳大利亞,墨爾本,高雄港,1,1
2018/9/3 上午 12:00:00,菲律賓,Batangas/Luzon,澳大利亞,雪梨,高雄港,2,4
2018/9/3 上午 12:00:00,菲律賓,Batangas/Luzon,印度尼西亞,雅加達,高雄港,3,4
2018/9/3 上午 12:00:00,菲律賓,Batangas/Luzon,印度,馬德拉斯,高雄港,11,21
2018/9/3 上午 12:00:00,菲律賓,Batangas/Luzon,馬來西亞,巴生港,高雄港,1,1
2018/9/3 上午 12:00:00,菲律賓,Batangas/Luzon,馬來西亞,丹絨柏樂巴斯,高雄港,2,3
2018/9/3 上午 12:00:00,菲律賓,Batangas/Luzon,新加坡,新加坡港,高雄港,3,3
2018/9/4 上午 12:00:00,印度尼西亞,雅加達,汶萊,麻拉 (穆阿拉),高雄港,3,3
2018/9/4 上午 12:00:00,印度尼西亞,雅加達,馬來西亞,亞庇(哥打京那巴魯),高雄港,2,4
2018/9/4 上午 12:00:00,印度尼西亞,泗水港,汶萊,麻拉 (穆阿拉),高雄港,2,3
2018/9/4 上午 12:00:00,馬來西亞,平多羅,柬埔寨,西哈努克市,高雄港,1,2
2018/9/4 上午 12:00:00,馬來西亞,平多羅,菲律賓,馬尼拉北港,高雄港,8,8
2018/9/4 上午 12:00:00,馬來西亞,平多羅,菲律賓,馬尼拉南港,高雄港,8,16
2018/9/5 上午 12:00:00,澳大利亞,布里斯本,菲律賓,馬尼拉,高雄港,40,70
2018/9/5 上午 12:00:00,澳大利亞,布里斯本,越南,海防,高雄港,4,8
2018/9/5 上午 12:00:00,澳大利亞,墨爾本,菲律賓,馬尼拉,高雄港,2,2
2018/9/5 上午 12:00:00,澳大利亞,雪梨,菲律賓,馬尼拉,高雄港,14,18
2018/9/5 上午 12:00:00,新加坡,新加坡港,菲律賓,卡加延－德奧羅,高雄港,6,12
2018/9/5 上午 12:00:00,新加坡,新加坡港,新加坡,新加坡港,高雄港,1,2
2018/9/6 上午 12:00:00,澳大利亞,布里斯本,菲律賓,馬尼拉北港,高雄港,2,4
2018/9/6 上午 12:00:00,澳大利亞,布里斯本,越南,海防,高雄港,30,30
2018/9/6 上午 12:00:00,澳大利亞,墨爾本,菲律賓,馬尼拉北港,高雄港,2,2
2018/9/6 上午 12:00:00,澳大利亞,墨爾本,越南,海防,高雄港,4,8
2018/9/6 上午 12:00:00,澳大利亞,雪梨,菲律賓,馬尼拉,高雄港,1,1
2018/9/6 上午 12:00:00,澳大利亞,雪梨,菲律賓,馬尼拉北港,高雄港,1,1
2018/9/6 上午 12:00:00,澳大利亞,雪梨,越南,卡萊港,高雄港,10,20
2018/9/6 上午 12:00:00,澳大利亞,雪梨,越南,胡志明,高雄港,4,8
2018/8/30 上午 12:00:00,泰國,南查邦,菲律賓,馬尼拉南港,高雄港,10,12
2018/8/30 上午 12:00:00,越南,胡志明,菲律賓,馬尼拉,高雄港,60,60
2018/8/31 上午 12:00:00,印度尼西亞,雅加達,印度尼西亞,雅加達,高雄港,18,36
2018/8/31 上午 12:00:00,印度尼西亞,雅加達,菲律賓,馬尼拉,高雄港,14,14
2018/8/31 上午 12:00:00,印度尼西亞,雅加達,菲律賓,馬尼拉北港,高雄港,4,8
2018/8/31 上午 12:00:00,印度尼西亞,雅加達,菲律賓,馬尼拉南港,高雄港,26,52
2018/8/31 上午 12:00:00,印度尼西亞,泗水港,澳大利亞,雪梨,高雄港,2,4
2018/8/31 上午 12:00:00,印度尼西亞,泗水港,菲律賓,馬尼拉北港,高雄港,2,4
2018/8/31 上午 12:00:00,泰國,曼谷,泰國,南查邦,高雄港,6,6
2018/9/1 上午 12:00:00,馬來西亞,丹絨柏樂巴斯,馬來西亞,古晉,高雄港,4,4
2018/9/1 上午 12:00:00,新加坡,新加坡港,越南,卡萊港,高雄港,110,220
2018/9/1 上午 12:00:00,新加坡,新加坡港,越南,海防,高雄港,4,6
2018/9/1 上午 12:00:00,新加坡,新加坡港,越南,胡志明市,高雄港,4,4
2018/9/2 上午 12:00:00,印度,那瓦夏瓦,菲律賓,馬尼拉南港,高雄港,12,19
2018/9/2 上午 12:00:00,印度,那瓦夏瓦,越南,峴港,高雄港,3,4
2018/9/2 上午 12:00:00,馬來西亞,巴生港,菲律賓,馬尼拉北港,高雄港,1,1
2018/9/2 上午 12:00:00,馬來西亞,巴生港,越南,峴港,高雄港,34,36
2018/9/2 上午 12:00:00,紐西蘭,陶蘭加,馬來西亞,丹絨柏樂巴斯,高雄港,26,52
2018/9/2 上午 12:00:00,紐西蘭,陶蘭加,紐西蘭,陶蘭加,高雄港,2,2
2018/9/2 上午 12:00:00,紐西蘭,陶蘭加,菲律賓,馬尼拉,高雄港,24,34
2018/9/2 上午 12:00:00,新加坡,新加坡港,菲律賓,馬尼拉,高雄港,30,60
2018/9/2 上午 12:00:00,新加坡,新加坡港,菲律賓,馬尼拉北港,高雄港,44,88
2018/9/2 上午 12:00:00,新加坡,新加坡港,菲律賓,馬尼拉南港,高雄港,20,20
2018/9/3 上午 12:00:00,馬來西亞,丹絨柏樂巴斯,菲律賓,蘇比克灣,高雄港,8,11
2018/8/29 上午 12:00:00,澳大利亞,布里斯本,菲律賓,馬尼拉,高雄港,3,4
2018/8/29 上午 12:00:00,澳大利亞,雪梨,菲律賓,馬尼拉,高雄港,2,4
2018/8/29 上午 12:00:00,澳大利亞,雪梨,越南,胡志明,高雄港,1,1
2018/8/29 上午 12:00:00,菲律賓,蘇比克灣,馬來西亞,巴生港,高雄港,1,2
2018/8/30 上午 12:00:00,澳大利亞,布里斯本,馬來西亞,巴生港,高雄港,66,132
2018/8/30 上午 12:00:00,澳大利亞,布里斯本,越南,海防,高雄港,10,10
2018/8/30 上午 12:00:00,澳大利亞,墨爾本,越南,海防,高雄港,32,36
2018/8/30 上午 12:00:00,澳大利亞,雪梨,菲律賓,馬尼拉,高雄港,1,1
2018/8/30 上午 12:00:00,澳大利亞,雪梨,菲律賓,馬尼拉北港,高雄港,1,1
2018/8/30 上午 12:00:00,澳大利亞,雪梨,越南,海防,高雄港,50,52
2018/8/30 上午 12:00:00,澳大利亞,雪梨,越南,胡志明,高雄港,4,8
2018/8/30 上午 12:00:00,馬來西亞,丹絨柏樂巴斯,馬來西亞,丹絨柏樂巴斯,高雄港,18,36
2018/8/15 上午 12:00:00,澳大利亞,布里斯本,菲律賓,馬尼拉,高雄港,4,5
2018/8/15 上午 12:00:00,澳大利亞,布里斯本,泰國,曼谷,高雄港,4,8
2018/8/15 上午 12:00:00,澳大利亞,布里斯本,越南,海防,高雄港,14,28
2018/8/15 上午 12:00:00,澳大利亞,墨爾本,馬來西亞,巴生港,高雄港,1,1
2018/8/15 上午 12:00:00,澳大利亞,墨爾本,菲律賓,卡加延－德奧羅,高雄港,1,2
2018/8/15 上午 12:00:00,澳大利亞,墨爾本,菲律賓,馬尼拉,高雄港,3,3
2018/8/15 上午 12:00:00,澳大利亞,雪梨,菲律賓,馬尼拉,高雄港,1,2
2018/8/15 上午 12:00:00,澳大利亞,雪梨,越南,海防,高雄港,1,2
2018/8/15 上午 12:00:00,新加坡,新加坡港,新加坡,新加坡港,高雄港,1,2
2018/8/15 上午 12:00:00,新加坡,新加坡港,越南,海防,高雄港,4,4
2018/8/15 上午 12:00:00,新加坡,新加坡港,越南,胡志明,高雄港,8,16
2018/8/15 上午 12:00:00,新加坡,新加坡港,越南,緬它,高雄港,66,66
2018/8/16 上午 12:00:00,澳大利亞,布里斯本,越南,海防,高雄港,52,52
2018/8/16 上午 12:00:00,澳大利亞,墨爾本,斯里蘭卡,可倫坡,高雄港,2,4
2018/8/16 上午 12:00:00,澳大利亞,墨爾本,菲律賓,馬尼拉北港,高雄港,4,4
2018/8/16 上午 12:00:00,澳大利亞,墨爾本,越南,海防,高雄港,84,124
2018/8/16 上午 12:00:00,澳大利亞,雪梨,巴基斯坦,喀拉蚩,高雄港,12,24
2018/8/16 上午 12:00:00,馬來西亞,丹絨柏樂巴斯,馬來西亞,巴生港,高雄港,4,8
2018/8/16 上午 12:00:00,泰國,南查邦,汶萊,麻拉 (穆阿拉),高雄港,1,1
2018/8/17 上午 12:00:00,澳大利亞,布里斯本,印度,TUGLAKABAD,高雄港,2,4
2018/8/17 上午 12:00:00,澳大利亞,布里斯本,菲律賓,馬尼拉北港,高雄港,8,8
2018/8/17 上午 12:00:00,澳大利亞,布里斯本,越南,海防,高雄港,1,2
2018/8/11 上午 12:00:00,印度尼西亞,雅加達,汶萊,麻拉 (穆阿拉),高雄港,12,12
2018/8/11 上午 12:00:00,印度尼西亞,雅加達,馬來西亞,亞庇(哥打京那巴魯),高雄港,5,10
2018/8/11 上午 12:00:00,印度尼西亞,泗水港,汶萊,麻拉 (穆阿拉),高雄港,4,5
2018/8/11 上午 12:00:00,印度尼西亞,泗水港,馬來西亞,亞庇(哥打京那巴魯),高雄港,33,57
2018/8/11 上午 12:00:00,新加坡,新加坡港,越南,卡萊港,高雄港,34,68
2018/8/11 上午 12:00:00,新加坡,新加坡港,越南,Phuoc Long,高雄港,8,16
2018/8/11 上午 12:00:00,新加坡,新加坡港,越南,胡志明,高雄港,12,24
2018/8/11 上午 12:00:00,新加坡,新加坡港,越南,緬它,高雄港,362,724
2018/8/11 上午 12:00:00,泰國,南查邦,菲律賓,馬尼拉,高雄港,20,20
2018/8/11 上午 12:00:00,泰國,南查邦,菲律賓,馬尼拉北港,高雄港,649,754
2018/8/12 上午 12:00:00,新加坡,新加坡港,菲律賓,馬尼拉,高雄港,4,8
2018/8/12 上午 12:00:00,新加坡,新加坡港,菲律賓,馬尼拉北港,高雄港,76,152
2018/8/12 上午 12:00:00,泰國,南查邦,菲律賓,馬尼拉,高雄港,140,194
2018/8/12 上午 12:00:00,泰國,南查邦,菲律賓,馬尼拉南港,高雄港,8,12
2018/8/12 上午 12:00:00,越南,胡志明,菲律賓,馬尼拉,高雄港,130,152
2018/8/13 上午 12:00:00,馬來西亞,巴生港,馬來西亞,巴生港,高雄港,1,2
2018/8/13 上午 12:00:00,越南,海防,馬來西亞,檳榔嶼/檳榔嶼/檳州,高雄港,15,27
2018/8/14 上午 12:00:00,菲律賓,卡加延－德奧羅,泰國,南查邦,高雄港,2,2
2018/8/14 上午 12:00:00,菲律賓,蘇比克灣,澳大利亞,佛里曼特,高雄港,1,1
2018/8/14 上午 12:00:00,菲律賓,蘇比克灣,印度尼西亞,雅加達,高雄港,1,2
2018/8/8 上午 12:00:00,新加坡,新加坡港,菲律賓,馬尼拉,高雄港,2,4
2018/8/8 上午 12:00:00,新加坡,新加坡港,越南,緬它,高雄港,44,44
2018/8/8 上午 12:00:00,越南,胡志明,菲律賓,馬尼拉,高雄港,3,5
2018/8/8 上午 12:00:00,越南,胡志明,菲律賓,馬尼拉北港,高雄港,109,143
2018/8/8 上午 12:00:00,越南,胡志明,菲律賓,馬尼拉南港,高雄港,136,138
2018/8/9 上午 12:00:00,澳大利亞,布里斯本,菲律賓,馬尼拉,高雄港,1,1
2018/8/9 上午 12:00:00,澳大利亞,布里斯本,菲律賓,馬尼拉北港,高雄港,1,1
2018/8/9 上午 12:00:00,澳大利亞,布里斯本,菲律賓,馬尼拉南港,高雄港,2,2
2018/8/9 上午 12:00:00,澳大利亞,布里斯本,越南,海防,高雄港,20,20
2018/8/9 上午 12:00:00,澳大利亞,格拉德斯通,印度,馬德拉斯,高雄港,4,4
2018/8/9 上午 12:00:00,澳大利亞,格拉德斯通,印度,土堤柯林,高雄港,20,20
2018/8/9 上午 12:00:00,澳大利亞,墨爾本,紐西蘭,奧克蘭,高雄港,2,4
2018/8/9 上午 12:00:00,澳大利亞,墨爾本,菲律賓,馬尼拉北港,高雄港,6,8
2018/8/9 上午 12:00:00,澳大利亞,墨爾本,越南,海防,高雄港,46,92
2018/8/9 上午 12:00:00,澳大利亞,雪梨,越南,卡萊港,高雄港,2,4
2018/8/9 上午 12:00:00,澳大利亞,湯斯維爾,泰國,南查邦,高雄港,104,104
2018/8/9 上午 12:00:00,馬來西亞,檳榔嶼/檳榔嶼/檳州,印度,那瓦夏瓦,高雄港,2,2
2018/8/11 上午 12:00:00,越南,緬它,越南,緬它,高雄港,2,2
2018/8/12 上午 12:00:00,印度尼西亞,雅加達,越南,海防,高雄港,2,4
2018/8/12 上午 12:00:00,印度尼西亞,泗水港,澳大利亞,雪梨,高雄港,4,8
2018/8/12 上午 12:00:00,紐西蘭,陶蘭加,孟加拉,吉大港,高雄港,88,176
2018/8/12 上午 12:00:00,紐西蘭,陶蘭加,菲律賓,Batangas/Luzon,高雄港,2,2
2018/8/12 上午 12:00:00,紐西蘭,陶蘭加,菲律賓,卡加延－德奧羅,高雄港,10,12
2018/8/12 上午 12:00:00,紐西蘭,陶蘭加,菲律賓,馬尼拉,高雄港,110,152
2018/8/12 上午 12:00:00,紐西蘭,陶蘭加,越南,胡志明,高雄港,2,4
2018/7/31 上午 12:00:00,越南,海防,馬來西亞,檳榔嶼/檳榔嶼/檳州,高雄港,12,21
2018/7/31 上午 12:00:00,越南,海防,馬來西亞,巴生港,高雄港,7,8
2018/8/1 上午 12:00:00,澳大利亞,布里斯本,菲律賓,馬尼拉,高雄港,8,12
2018/8/1 上午 12:00:00,澳大利亞,布里斯本,菲律賓,馬尼拉南港,高雄港,2,4
2018/8/1 上午 12:00:00,澳大利亞,布里斯本,泰國,南查邦,高雄港,25,50
2018/8/1 上午 12:00:00,澳大利亞,布里斯本,泰國,曼谷TPT港　,高雄港,12,24
2018/8/1 上午 12:00:00,澳大利亞,布里斯本,越南,Phuoc Long ICD,高雄港,38,76
2018/8/1 上午 12:00:00,澳大利亞,布里斯本,越南,胡志明,高雄港,2,2
2018/8/1 上午 12:00:00,澳大利亞,墨爾本,菲律賓,卡加延－德奧羅,高雄港,2,4
2018/8/1 上午 12:00:00,澳大利亞,墨爾本,菲律賓,馬尼拉南港,高雄港,2,4
2018/8/1 上午 12:00:00,澳大利亞,墨爾本,越南,卡萊港,高雄港,4,8
2018/8/1 上午 12:00:00,澳大利亞,墨爾本,越南,海防,高雄港,34,66
2018/8/1 上午 12:00:00,澳大利亞,墨爾本,越南,胡志明,高雄港,2,4
2018/8/1 上午 12:00:00,澳大利亞,雪梨,菲律賓,馬尼拉,高雄港,2,2
2018/8/1 上午 12:00:00,澳大利亞,雪梨,越南,胡志明,高雄港,2,4
2018/8/1 上午 12:00:00,澳大利亞,雪梨,越南,胡志明市,高雄港,2,4
2018/7/28 上午 12:00:00,泰國,南查邦,菲律賓,馬尼拉北港,高雄港,512,735
2018/7/27 上午 12:00:00,馬來西亞,平多羅,印度尼西亞,雅加達,高雄港,10,10
2018/7/27 上午 12:00:00,印度尼西亞,雅加達,汶萊,麻拉 (穆阿拉),高雄港,14,14
2018/7/27 上午 12:00:00,印度尼西亞,雅加達,馬來西亞,亞庇(哥打京那巴魯),高雄港,3,5
2018/7/27 上午 12:00:00,印度尼西亞,泗水港,汶萊,麻拉 (穆阿拉),高雄港,2,2
2018/7/27 上午 12:00:00,印度尼西亞,泗水港,馬來西亞,亞庇(哥打京那巴魯),高雄港,21,31
2018/6/29 上午 12:00:00,新加坡,新加坡港,越南,胡志明市,高雄港,8,16
2018/6/29 上午 12:00:00,新加坡,新加坡港,越南,緬它,高雄港,1302,2204
2018/7/11 上午 12:00:00,新加坡,新加坡港,越南,胡志明,高雄港,40,80
2018/7/11 上午 12:00:00,新加坡,新加坡港,越南,緬它,高雄港,58,58
2018/7/30 上午 12:00:00,泰國,南查邦,泰國,南查邦,高雄港,22,22
2018/7/31 上午 12:00:00,澳大利亞,布里斯本,印度尼西亞,雅加達,高雄港,1,2
2018/7/31 上午 12:00:00,澳大利亞,布里斯本,巴基斯坦,喀拉蚩,高雄港,11,12
2018/7/31 上午 12:00:00,馬來西亞,檳榔嶼/檳榔嶼/檳州,印度,那瓦夏瓦,高雄港,2,2
2018/8/1 上午 12:00:00,新加坡,新加坡港,菲律賓,卡加延－德奧羅,高雄港,10,20
2018/8/1 上午 12:00:00,新加坡,新加坡港,越南,緬它,高雄港,276,316
